696000,72000000,9.105,0.4580357053,0,0,0
696000,252000000,9.259,0.4421428612,0,0,0
696000,468000000,9.173,0.4422323786,0,0,0
696000,648000000,9.289,0.4432430346,0,0,0
696000,756000000,9.245,0.4424649501,0,0,0
696000,852000000,9.31,0.4421473071,0,0,0
1092000,72000000,12.9,0.4701976102,0,0,0
1092000,252000000,12.67,0.4647185059,0,0,0
1092000,468000000,12.59,0.4652609477,0,0,0
1092000,648000000,12.69,0.4652146726,0,0,0
1092000,756000000,12.69,0.4649760754,0,0,0
1092000,852000000,12.59,0.4652570235,0,0,0
1326000,72000000,14.24,0.4910997769,0,0,0
1326000,252000000,14.28,0.4956945427,0,0,0
1326000,468000000,14.29,0.4907894245,0,0,0
1326000,648000000,14.02,0.4908072936,0,0,0
1326000,756000000,14.55,0.4959664834,0,0,0
1326000,852000000,14.38,0.4905780074,0,0,0
1632000,72000000,15.39,0.5039698541,0,0,0
1632000,252000000,15.41,0.5046503998,0,0,0
1632000,468000000,15.93,0.5045949974,0,0,0
1632000,648000000,15.66,0.5045009761,0,0,0
1632000,756000000,15.27,0.5049110212,0,0,0
1632000,852000000,15.34,0.5096235095,0,0,0
1938000,72000000,16.25,0.5202647019,0,0,0
1938000,252000000,16.59,0.5211314341,0,0,0
1938000,468000000,16.36,0.5209843845,0,0,0
1938000,648000000,16.22,0.5204649862,0,0,0
1938000,756000000,16.47,0.5208542556,0,0,0
1938000,852000000,16.5,0.5207307893,0,0,0
2320500,72000000,17.69,0.564954886,0,0,0
2320500,252000000,17.56,0.5594582709,0,0,0
2320500,468000000,17.63,0.5588505899,0,0,0
2320500,648000000,17.72,0.5655552423,0,0,0
2320500,756000000,17.65,0.5602427389,0,0,0
2320500,852000000,17.59,0.558826161,0,0,0
696000,252000000,15.5,0.4572267262,0,0,1
696000,468000000,16.86,0.4656279602,0,0,1
696000,648000000,17.82,0.4763194747,0,0,1
696000,756000000,18.17,0.4970744055,0,0,1
696000,852000000,18.39,0.5033132622,0,0,1
1092000,72000000,15.28,0.4730751681,0,0,1
1092000,252000000,19.32,0.4754340578,0,0,1
1092000,468000000,20.38,0.4809456462,0,0,1
1092000,648000000,20.72,0.4787362885,0,0,1
1092000,756000000,21.07,0.4814859017,0,0,1
1092000,852000000,21.31,0.5018784417,0,0,1
1326000,72000000,16.04,0.5090150925,0,0,1
1326000,252000000,20.66,0.4954295679,0,0,1
1326000,468000000,21.59,0.4996907618,0,0,1
1326000,648000000,22.06,0.5036891551,0,0,1
1326000,756000000,22.27,0.5076854747,0,0,1
1326000,852000000,22.34,0.5118843142,0,0,1
1632000,72000000,16.44,0.5227605813,0,0,1
1632000,252000000,21.45,0.5076395906,0,0,1
1632000,468000000,22.61,0.5131050989,0,0,1
1632000,648000000,23.12,0.5216440745,0,0,1
1632000,756000000,23.33,0.52065,0,0,1
1632000,852000000,23.39,0.5250086295,0,0,1
1938000,72000000,16.85,0.5296336739,0,0,1
1938000,252000000,21.95,0.5271441969,0,0,1
